,ZR-167-D1,ZR-178-D1,ZR-103-D1,ZR-112-D1,ZR-095-D1,ZR-240-D1,ZR-106-D1,ZR-245-D1,ZR-092-D1,ZR-200-D1,JL-042-D1,ZR-088-D1,ZR-223-D1,ZR-093-D1,ZR-211-D1,ZR-187-D1,ZR-189-D1,JL-034-D1,ZR-243-D1,ZR-182-D1,ZR-183-D1,ZR-247-D1,ZR-196-D1,ZR-102-D1,ZR-238-D1,JL-054-D1,ZR-191-D1,ZR-222-D1,ZR-116-D1,JL-046-D1,JL-066-D1,ZR-203-D1,ZR-105-D1,ZR-195-D1,ZR-094-D1,ZR-188-D1,XY-031-D1,ZR-179-D1,ZR-230-D1,JL-070-D1,ZR-199-D1,ZR-109-D1,ZR-220-D1,ZR-242-D1,ZR-190-D1,ZR-111-D1,XY-026-D1,ZR-186-D1,XY-034-D1,XY-011-D1,XY-049-D1,XY-012-D1,ZR-181-D1,ZR-089-D1,ZR-180-D1,ZR-241-D1,ZR-221-D1,ZR-176-D1,JL-059-D1,ZR-177-D1,ZR-219-D1,XY-016-D1,XY-028-D1,JL-063-D1,XY-013-D1,ZR-090-D1,ZR-096-D1,ZR-091-D1,ZR-192-D1,JL-064-D1,ZR-193-D1,XY-024-D1,ZR-232-D1,JL-060-D1,ZR-113-D1,ZR-108-D1,ZR-184-D1,ZR-244-D1,ZR-110-D1,JL-072-D1,ZR-233-D1,JL-038-D1,JL-052-D1,ZR-235-D1,JL-044-D1,ZR-098-D1,XY-017-D1,JL-037-D1,JL-040-D1,JL-055-D1,JL-062-D1,JL-041-D1,JL-071-D1,JL-058-D1,ZR-229-D1,ZR-224-D1,JL-057-D1,ZR-239-D1,ZR-236-D1,JL-051-D1,JL-050-D1,ZR-225-D1,XY-030-D1,ZR-197-D1,ZR-104-D1,ZR-246-D1,ZR-237-D1,ZR-226-D1,XY-056-D1,JL-065-D1,JL-049-D1,JL-056-D1,ZR-231-D1,JL-039-D1,JL-043-D1,JL-045-D1,JL-047-D1,JL-067-D1,JL-069-D1,JL-068-D1
ZR-222-D1,0.004453147,0.002300509,0.00787655,0.003822086,0.006090335,0.002375916,0.011959672,0.010618316,0.007125354,0.005271779,0.004613933,0.003395763,0.008516057,0.002901733,0.004393562,0.002910078,0.006472669,0.001545634,0.005811018,0.002180054,0.002307222,0.00601956,0.004949914,0.00213862,0.003724686,0.002302456,0.006149297,1.024308921,0.002468463,0.003599113,0.001954824,0.003152557,0.006075686,0.006545116,0.002785844,0.002434048,0.001522283,0.003430215,0.002982202,0.001982646,0.008302136,0.002139136,0.006595966,0.002333193,0.008519479,0.002161748,0.003617239,0.002769818,0.001641568,0.001408241,0.001664766,0.002300102,0.00312096,0.009711521,0.00217147,0.002782126,0.007439001,0.006159917,0.002196248,0.006554045,0.004680109,0.001602549,0.001655529,0.001686886,0.001543495,0.005965424,0.003334831,0.003925042,0.002587664,0.004772947,0.00670674,0.001528124,0.00541131,0.002317526,0.003797107,0.004608859,0.006612336,0.012507548,0.002462662,0.001541909,0.002338642,0.001761522,0.004848842,0.0021455,0.00159436,0.007893046,0.002060253,0.001724269,0.001892969,0.001734687,0.004867504,0.002174749,0.002534829,0.001706122,0.009532257,0.004448031,0.00306232,0.002684314,0.006887112,0.005488361,0.002182166,0.006405974,0.001913524,0.003361098,0.002402499,0.009229967,0.002776606,0.003512274,0.001660902,0.003137862,0.001752405,0.005047893,0.010144012,0.001910252,0.004596345,0.00176884,0.005364322,0.004789641,0.001810593,0.001630657
ZR-116-D1,0.005022176,0.00628369,0.005582868,0.002558755,0.002409147,0.005631962,0.002688359,0.004816152,0.003400705,0.006592808,0.005644569,0.00546785,0.001811501,0.00724943,0.007369567,0.00532529,0.007216335,0.001901933,0.005940961,0.00931064,0.005888015,0.002964838,0.008002302,0.005466403,0.006128187,0.003112637,0.002648425,0.002468463,1.027297991,0.001839971,0.001644964,0.005385652,0.004951951,0.003029571,0.003947444,0.00282966,0.00518363,0.004430897,0.008660318,0.001704662,0.002249706,0.003797404,0.002136834,0.0045297,0.005181572,0.01037866,0.001831929,0.004959683,0.002820588,0.002495644,0.001842054,0.003427805,0.005941308,0.007183832,0.002373882,0.006932785,0.002846084,0.006674998,0.001470225,0.002382508,0.005990898,0.004553022,0.003102946,0.001258858,0.001993916,0.002501772,0.009883739,0.002200352,0.006521301,0.00313674,0.005283592,0.004161405,0.005554986,0.001566395,0.006531277,0.007852509,0.001979699,0.002582375,0.010214079,0.003245937,0.00540102,0.001644847,0.001307442,0.003991269,0.001289376,0.001976477,0.001425085,0.001756035,0.001756132,0.00341476,0.001419987,0.001291996,0.003335119,0.001681594,0.00626912,0.006015346,0.001326217,0.006654888,0.003126532,0.001250009,0.001688947,0.003202431,0.001551638,0.005733068,0.00975162,0.002550389,0.005533217,0.007625312,0.001719469,0.001578922,0.001862213,0.001437279,0.005315687,0.005884406,0.001512483,0.004378469,0.00171017,0.001327079,0.001249331,0.001421469
JL-046-D1,0.003654771,0.004938355,0.001824626,0.007212795,0.002440074,0.002256144,0.00409335,0.002646625,0.001902293,0.004502015,0.004036015,0.006777885,0.005682213,0.005140175,0.007186813,0.004523207,0.001644191,0.006186105,0.002265758,0.001725801,0.004263843,0.00227988,0.00199969,0.003371444,0.002560455,0.006469087,0.008146409,0.003599113,0.001839971,1.044287672,0.004382385,0.002024424,0.009871007,0.004799969,0.002658944,0.001912132,0.00207196,0.007716812,0.002167831,0.003022478,0.003699402,0.00218225,0.003180994,0.004587953,0.002028387,0.002694564,0.00432086,0.00631401,0.002089182,0.005641162,0.002837819,0.002708967,0.001936547,0.001674809,0.002818305,0.001494563,0.002729122,0.001833574,0.00443708,0.002419006,0.001610547,0.0029641,0.006251624,0.003148069,0.002746846,0.002185018,0.001361865,0.002392031,0.001585351,0.005130803,0.006162832,0.002839473,0.002700184,0.007434493,0.001691369,0.001907932,0.002327299,0.001775993,0.001631823,0.002616193,0.002295856,0.008418237,0.005079572,0.002414813,0.009076826,0.002012964,0.003093016,0.003110152,0.006483019,0.009777251,0.005673806,0.005989245,0.007098341,0.003616784,0.001425009,0.001733842,0.009200319,0.001872243,0.001567349,0.007040208,0.007617692,0.001921201,0.003130472,0.002067612,0.002868094,0.001584257,0.005125073,0.001804074,0.003296186,0.006508489,0.002659264,0.008456443,0.00146049,0.001866725,0.007750336,0.00323004,0.002154044,0.005746331,0.004661921,0.006083011
JL-066-D1,0.001073544,0.006060618,0.001589077,0.001065398,0.001614663,0.001979458,0.001581686,0.001795016,0.001652172,0.001314798,0.002907996,0.002826986,0.004370364,0.003889232,0.004521569,0.001788891,0.00170064,0.00382593,0.00226459,0.001168322,0.001437145,0.001775261,0.003494003,0.005792537,0.001305477,0.006474292,0.003289936,0.001954824,0.001644964,0.004382385,1.021480138,0.001259734,0.00218082,0.001702381,0.001157536,0.002217191,0.002740285,0.001083425,0.00210909,0.004384833,0.00191474,0.001063911,0.001537937,0.001885435,0.004266031,0.001318494,0.006472373,0.001152293,0.00632732,0.007191907,0.004068524,0.003181694,0.001919179,0.001719555,0.001816384,0.00536883,0.00175881,0.004052508,0.002608674,0.004549492,0.004363434,0.003140852,0.003869483,0.010878545,0.007183057,0.00181326,0.001799766,0.00539893,0.001586103,0.006615068,0.001687571,0.003715629,0.002461183,0.007005912,0.001367244,0.001605986,0.002663022,0.003076625,0.002877348,0.009757758,0.002022303,0.007317188,0.00762475,0.001654672,0.010147659,0.002397292,0.007798977,0.004847404,0.010797495,0.007450474,0.007393774,0.011554138,0.010287833,0.012407701,0.001970479,0.001239234,0.005026366,0.002057889,0.001502607,0.00813768,0.004748164,0.001608693,0.004673334,0.002107579,0.001943958,0.002923099,0.001540546,0.002282003,0.01187242,0.008944339,0.005158783,0.00684071,0.001945242,0.004720421,0.003838482,0.014313467,0.004088579,0.009699685,0.010598131,0.008476586
ZR-203-D1,0.013449675,0.002809162,0.007184467,0.005758858,0.005649071,0.005871089,0.006516248,0.00698999,0.004719484,0.004663447,0.004906048,0.003062757,0.001624586,0.003084127,0.002369227,0.01128515,0.007421809,0.00269123,0.002999351,0.006090846,0.005306913,0.005370632,0.011187644,0.002383341,0.012399717,0.002536407,0.004690991,0.003152557,0.005385652,0.002024424,0.001259734,1.057445286,0.006176158,0.009563223,0.01344099,0.007775498,0.002031503,0.006587955,0.002789111,0.001368148,0.00202788,0.008463494,0.006515457,0.008017987,0.007563765,0.006369627,0.001726011,0.007393205,0.001781675,0.001689438,0.002155906,0.002997209,0.002100314,0.002634822,0.003004876,0.007197336,0.00644517,0.006214941,0.002652332,0.001676601,0.002062893,0.001230943,0.001157261,0.000941455,0.001036786,0.002855017,0.002148346,0.001451694,0.004504673,0.00119996,0.004363238,0.001256131,0.002460582,0.001822751,0.003794192,0.002612389,0.002392332,0.002206341,0.004920105,0.001808603,0.003200677,0.001043639,0.001083144,0.009991743,0.001293254,0.002225738,0.001316152,0.001529056,0.001442085,0.001152449,0.001097454,0.001070724,0.001410879,0.001203898,0.001854584,0.009526008,0.001465349,0.001963635,0.002353709,0.001039996,0.001270262,0.008196853,0.001068551,0.002522339,0.003300223,0.002077763,0.002391773,0.002290945,0.001088721,0.001613748,0.005398376,0.00129634,0.001926277,0.001634945,0.001226672,0.001193582,0.001564328,0.001180208,0.000920883,0.000994391
ZR-105-D1,0.005814893,0.006154132,0.005088836,0.006389902,0.004361278,0.002580556,0.010315105,0.002807501,0.005105797,0.005481913,0.006203946,0.008381601,0.00618284,0.002266819,0.005910932,0.006694587,0.002457735,0.002736146,0.002727816,0.004097802,0.002738838,0.005176529,0.004298255,0.004749897,0.007743843,0.003144648,0.012247625,0.006075686,0.004951951,0.009871007,0.00218082,0.006176158,1.038119647,0.005621725,0.005647484,0.001948091,0.005152164,0.006666789,0.003430068,0.00460553,0.004100077,0.003228271,0.005159863,0.004999202,0.005028765,0.009579462,0.005160463,0.004575185,0.002812265,0.004882855,0.004389809,0.006359904,0.002701916,0.002351996,0.00888659,0.001786591,0.003500427,0.002214436,0.002557677,0.001809793,0.001982645,0.004093001,0.001996366,0.001857926,0.002044984,0.005369677,0.001641589,0.001901446,0.002569153,0.005065213,0.007955754,0.002428501,0.002634672,0.002861483,0.002614421,0.001932231,0.005219182,0.002266476,0.001600389,0.00558402,0.00395606,0.002610627,0.003218403,0.002904312,0.002347022,0.001767719,0.001739039,0.003246851,0.003015263,0.00245994,0.003614885,0.002101209,0.00459278,0.001921753,0.001678923,0.002722623,0.002532761,0.004345939,0.001775019,0.002714719,0.004912369,0.002919204,0.001634088,0.00247186,0.002013344,0.003152325,0.002548799,0.001713836,0.001807712,0.004580029,0.001895127,0.006375072,0.001667975,0.001827838,0.003189877,0.00176667,0.002097369,0.002267242,0.002091165,0.002068935
ZR-195-D1,0.011270649,0.001865521,0.002730583,0.005567791,0.002407291,0.002991226,0.007196644,0.002569506,0.002871682,0.010699888,0.010150938,0.002959343,0.00438504,0.002321658,0.005470642,0.006675882,0.008019218,0.006029719,0.00515484,0.003310863,0.005720001,0.005133634,0.005798896,0.004582112,0.008546277,0.007224317,0.006833229,0.006545116,0.003029571,0.004799969,0.001702381,0.009563223,0.005621725,1.056785267,0.006693884,0.008501715,0.002014695,0.004484969,0.002874317,0.002974137,0.005654571,0.003655326,0.002405811,0.002652681,0.006789314,0.008946268,0.006412833,0.005202666,0.002404943,0.00158903,0.002388716,0.0104086,0.002349688,0.002300627,0.007180116,0.002237266,0.002788289,0.005880469,0.006173945,0.001446568,0.00170963,0.001354724,0.001309574,0.001462603,0.001266456,0.00224086,0.001951882,0.001300902,0.002375556,0.00186694,0.003074674,0.001594874,0.002105638,0.005217555,0.00244202,0.001766566,0.002629,0.001772698,0.002888417,0.002038546,0.001776062,0.001697867,0.002252296,0.007804249,0.001863336,0.00209664,0.004356098,0.002095936,0.001417555,0.001362658,0.00225444,0.001830678,0.001921632,0.001459826,0.001734148,0.010710419,0.005194544,0.001563931,0.001691035,0.002129838,0.002234355,0.004683217,0.001582848,0.001831498,0.001767155,0.001769724,0.004898817,0.001929933,0.001235829,0.002239436,0.002070448,0.001835961,0.001635081,0.001445727,0.001922935,0.00148126,0.001718441,0.006071313,0.001261936,0.001390627
ZR-094-D1,0.011342206,0.002598432,0.005980704,0.009033923,0.00382495,0.002039591,0.005351157,0.005436175,0.003110237,0.00579002,0.0051134,0.005375246,0.001845684,0.005602918,0.004809396,0.008114418,0.004122829,0.00597711,0.002232752,0.007151049,0.003935277,0.002958561,0.004858234,0.006811711,0.006716266,0.002224781,0.006696532,0.002785844,0.003947444,0.002658944,0.001157536,0.01344099,0.005647484,0.006693884,1.079121737,0.003322665,0.002143199,0.011876968,0.002452393,0.001530867,0.002225668,0.008490772,0.003054582,0.003768452,0.004222305,0.014840115,0.002348696,0.011494954,0.001991398,0.001374958,0.00122255,0.005246858,0.002192583,0.010036963,0.005096891,0.009001633,0.002890949,0.002861053,0.003866115,0.001412611,0.001974772,0.001159654,0.001270201,0.000921623,0.000943519,0.002771943,0.001942468,0.001418763,0.002651652,0.001157766,0.003690418,0.001186645,0.001725536,0.001632248,0.003561982,0.002477086,0.003125079,0.002137318,0.004524154,0.00179175,0.006029083,0.001237399,0.00123189,0.004291954,0.001005739,0.001572963,0.001095032,0.001271195,0.001188773,0.00136593,0.001101823,0.000949339,0.001334048,0.000920581,0.001794202,0.011025671,0.001193497,0.001821624,0.001888229,0.001068814,0.00178512,0.002432252,0.000960668,0.002692924,0.003840369,0.002888358,0.002654608,0.002265863,0.000912253,0.001684165,0.001310337,0.001224252,0.001916342,0.001536719,0.001252033,0.001226929,0.001227423,0.001092173,0.000822932,0.000907393
ZR-188-D1,0.010045604,0.002129826,0.006042811,0.003087632,0.00258488,0.002465066,0.002497788,0.002212705,0.002361387,0.003024048,0.001776039,0.001818102,0.002121503,0.006586553,0.002328663,0.003454028,0.010785414,0.002928078,0.002596943,0.002862238,0.014602601,0.002150498,0.004134848,0.004775825,0.006478728,0.001740823,0.001899632,0.002434048,0.00282966,0.001912132,0.002217191,0.007775498,0.001948091,0.008501715,0.003322665,1.082225332,0.001731169,0.006678884,0.002126608,0.001350625,0.002800194,0.009471555,0.003979255,0.002406839,0.006891569,0.003683952,0.001495478,0.00389771,0.00385031,0.001578659,0.004452796,0.001798145,0.003896094,0.003888716,0.002058104,0.002744277,0.009676866,0.00962176,0.003688612,0.001830625,0.003429382,0.001940642,0.004230545,0.001434763,0.001847405,0.002571104,0.003592141,0.001755443,0.010053005,0.001001604,0.005484261,0.004255351,0.002684626,0.001329169,0.005025838,0.003335006,0.00334412,0.002332266,0.006968322,0.001588397,0.002200783,0.001056663,0.001103979,0.008341395,0.001400172,0.002799383,0.00274769,0.00145638,0.001756716,0.001533934,0.001333324,0.001130853,0.0014892,0.001461163,0.002725353,0.014113769,0.001206649,0.002921956,0.002449594,0.001074109,0.001269868,0.009001861,0.001899778,0.004702398,0.003511385,0.00241211,0.00303434,0.006077186,0.001506908,0.001280048,0.002825393,0.001172597,0.002666226,0.001768781,0.00123688,0.001767929,0.001754522,0.001542489,0.001216719,0.001097376
XY-031-D1,0.003686142,0.001649124,0.002362326,0.006325511,0.005193227,0.00218853,0.001879536,0.002726051,0.001944023,0.001791246,0.004975257,0.002184128,0.00263705,0.001678813,0.008131509,0.001992775,0.00197277,0.002122866,0.00161029,0.007476308,0.001833167,0.001616796,0.001882254,0.00215828,0.006954211,0.002554755,0.002256595,0.001522283,0.00518363,0.00207196,0.002740285,0.002031503,0.005152164,0.002014695,0.002143199,0.001731169,1.056258651,0.006202395,0.004911044,0.003117514,0.00153126,0.005993162,0.001841287,0.002538524,0.00165516,0.00278372,0.007481831,0.005053601,0.011635545,0.011449611,0.008367006,0.007015969,0.001744161,0.001958116,0.010685728,0.005234498,0.001844652,0.001933152,0.002444521,0.00519341,0.002604691,0.013511194,0.008401235,0.002470376,0.010655888,0.001876806,0.002430583,0.002043688,0.003585474,0.005306868,0.002053601,0.011776024,0.00166028,0.003653553,0.006167885,0.002216946,0.001568062,0.001979249,0.002683208,0.007320959,0.002139805,0.002677449,0.002053153,0.003536251,0.003068695,0.001698212,0.002358894,0.002399449,0.002121624,0.003361387,0.001810765,0.00204019,0.001689197,0.003510886,0.002477126,0.002177284,0.001981869,0.008010662,0.004972676,0.002071662,0.002282201,0.001644362,0.005024848,0.002617999,0.002394781,0.001768075,0.002871855,0.004251251,0.007862637,0.004724356,0.002536283,0.002712389,0.003665654,0.005473806,0.004481414,0.00472693,0.002891669,0.001777066,0.002832227,0.002571484
ZR-179-D1,0.017379652,0.002762378,0.003596221,0.016302228,0.003041964,0.00247175,0.004245807,0.002237094,0.001904304,0.00498885,0.005660481,0.002326681,0.003089703,0.002451791,0.001801203,0.006652838,0.002393921,0.001853494,0.00312442,0.010536939,0.004633601,0.002001294,0.00714998,0.001976109,0.012191997,0.00204315,0.005199775,0.003430215,0.004430897,0.007716812,0.001083425,0.006587955,0.006666789,0.004484969,0.011876968,0.006678884,0.006202395,1.072789327,0.002095273,0.001418851,0.003375325,0.013392178,0.002772679,0.006953708,0.002351624,0.006940516,0.00240891,0.01907292,0.002160747,0.001354298,0.001300807,0.002647418,0.002494504,0.002427832,0.003142195,0.002282087,0.003468979,0.00250519,0.003655757,0.001346871,0.001693467,0.001315084,0.001203285,0.001027233,0.001073396,0.002753946,0.001740648,0.001243192,0.003974937,0.001790579,0.006255631,0.001274911,0.002679171,0.002379935,0.006572696,0.002142349,0.002273569,0.001656339,0.00211148,0.001559099,0.002784984,0.001234121,0.002845429,0.009621171,0.001313131,0.001636547,0.001015504,0.001515717,0.001135028,0.001193987,0.001934993,0.001236904,0.001530698,0.001036205,0.001346481,0.005906541,0.001726033,0.001843635,0.001725242,0.001806542,0.005563191,0.003105188,0.001188755,0.003356743,0.002681149,0.001452656,0.007683655,0.00215954,0.000990564,0.00307488,0.001507994,0.002164094,0.001379413,0.001571836,0.003006308,0.00108463,0.001417677,0.001542012,0.001158803,0.001039211
ZR-230-D1,0.001839554,0.004960536,0.00309917,0.002920658,0.004857021,0.009333666,0.002766881,0.007234498,0.007001154,0.010261425,0.003176623,0.003515299,0.001944308,0.00573664,0.010166152,0.004176745,0.006012917,0.002730418,0.007509959,0.003296705,0.003509459,0.009765459,0.006467582,0.002889176,0.002102881,0.00490167,0.004526381,0.002982202,0.008660318,0.002167831,0.00210909,0.002789111,0.003430068,0.002874317,0.002452393,0.002126608,0.004911044,0.002095273,1.044840577,0.001740492,0.003444783,0.002178275,0.003122207,0.004438877,0.005374835,0.005026659,0.001767105,0.005565042,0.002574785,0.00490043,0.002231277,0.002316239,0.004145549,0.002614737,0.002472126,0.005940409,0.00244348,0.004415293,0.001401444,0.00548833,0.006282897,0.004571947,0.002800019,0.001502763,0.002425012,0.002384137,0.004528258,0.002868057,0.003122303,0.001797172,0.002684447,0.004868225,0.005067131,0.001499091,0.002762971,0.006198005,0.002563123,0.00335042,0.005994183,0.002274339,0.006017005,0.003829884,0.001520153,0.0020964,0.001553169,0.002506357,0.001599877,0.001762565,0.002160758,0.004821536,0.001436011,0.001448716,0.002131472,0.001680899,0.00744489,0.003503708,0.00147064,0.006776541,0.011247512,0.001469666,0.00180173,0.006013502,0.001675454,0.00420911,0.004250519,0.002140072,0.002887581,0.008886419,0.002098155,0.001539587,0.00191902,0.001626672,0.007260519,0.007132677,0.001604872,0.005559595,0.005624866,0.001433543,0.001520945,0.001722198
JL-070-D1,0.001320155,0.002336831,0.001193606,0.001111284,0.001424258,0.002347628,0.001625349,0.00148533,0.001451429,0.001483906,0.002796241,0.004614862,0.006859297,0.001643307,0.005183606,0.002507694,0.001224916,0.003609739,0.004272014,0.00137941,0.001320068,0.001656018,0.00143889,0.005957621,0.001671645,0.0072283,0.005820015,0.001982646,0.001704662,0.003022478,0.004384833,0.001368148,0.00460553,0.002974137,0.001530867,0.001350625,0.003117514,0.001418851,0.001740492,1.060105262,0.004362645,0.001154798,0.001460542,0.002081957,0.001567254,0.003835079,0.003155671,0.001329134,0.006493275,0.006467863,0.009875254,0.003242882,0.002451105,0.001661368,0.004511706,0.003447933,0.001514483,0.001413147,0.007297103,0.005178987,0.001591517,0.005954793,0.003777907,0.007424997,0.006530134,0.001649477,0.001945839,0.002729672,0.001638977,0.006746297,0.001863113,0.008651718,0.00508944,0.002978188,0.001232485,0.001891027,0.005699301,0.00169021,0.002036012,0.003237687,0.002051175,0.006036622,0.003806325,0.001803146,0.005973746,0.003133911,0.006013568,0.00468579,0.007265549,0.004316411,0.007031788,0.006983981,0.004188952,0.003854265,0.002181883,0.002252055,0.003348977,0.001965377,0.001733982,0.003994652,0.0035776,0.001682975,0.007463846,0.00198056,0.001762633,0.004301259,0.002703512,0.001928929,0.007053789,0.008936398,0.003271277,0.004254295,0.002020821,0.006834005,0.004652848,0.006459246,0.006991698,0.007660006,0.006892983,0.011380058
ZR-199-D1,0.002954017,0.003738211,0.005717593,0.003942489,0.005749829,0.002698343,0.006430017,0.004158144,0.006846851,0.008971137,0.005173793,0.002260492,0.006839573,0.00453208,0.001957459,0.002597659,0.006082824,0.001893191,0.003145189,0.002123148,0.005200665,0.005681648,0.002478928,0.003564635,0.002043508,0.00199611,0.006324835,0.008302136,0.002249706,0.003699402,0.00191474,0.00202788,0.004100077,0.005654571,0.002225668,0.002800194,0.00153126,0.003375325,0.003444783,0.004362645,1.024860027,0.002490882,0.004245332,0.002283704,0.006022296,0.001804281,0.004764357,0.003199857,0.001607348,0.001595606,0.001882128,0.002359173,0.006421429,0.006540931,0.005076133,0.002261258,0.008826591,0.007011845,0.002312309,0.006058579,0.007136725,0.001764435,0.001970683,0.00215106,0.002043232,0.007525431,0.005811613,0.004055719,0.002705688,0.003122308,0.005224658,0.001832322,0.009505107,0.004475975,0.005767267,0.005212682,0.013120491,0.006714196,0.004873234,0.001538253,0.005126386,0.002428327,0.006899817,0.002371096,0.004056064,0.007607841,0.002162153,0.00267722,0.002439913,0.004614024,0.006118169,0.002377947,0.002531039,0.002268092,0.005855948,0.002199009,0.002607365,0.005632061,0.003900923,0.004863882,0.003612721,0.003536568,0.00194134,0.002541666,0.003663144,0.003960559,0.005348797,0.00292234,0.001673936,0.002360009,0.002082888,0.005373761,0.003637161,0.003496927,0.003393043,0.002128324,0.005650893,0.003753829,0.001928715,0.003169972
ZR-109-D1,0.016434438,0.002902795,0.01100345,0.016480627,0.006133181,0.002420062,0.004641225,0.002710783,0.003725493,0.003926663,0.004103795,0.004475296,0.001354859,0.006407116,0.001968328,0.00583801,0.005123986,0.002681965,0.003451612,0.007861354,0.013912113,0.002830241,0.006409696,0.002717622,0.008089551,0.001592752,0.00232381,0.002139136,0.003797404,0.00218225,0.001063911,0.008463494,0.003228271,0.003655326,0.008490772,0.009471555,0.005993162,0.013392178,0.002178275,0.001154798,0.002490882,1.050959155,0.005902391,0.009019181,0.003256105,0.008244117,0.001668182,0.007680463,0.001609607,0.001281524,0.001138434,0.001994305,0.002754196,0.005282348,0.005923705,0.004804799,0.004042401,0.008712587,0.002323638,0.001594566,0.002346815,0.001102679,0.001217182,0.000853602,0.000960433,0.006851212,0.002545904,0.001296591,0.004317178,0.001026596,0.002829735,0.001171293,0.002036212,0.003846557,0.016183357,0.003151163,0.004321251,0.002015122,0.00491429,0.001333856,0.003741127,0.000910334,0.001229069,0.008775843,0.001238003,0.001994287,0.001018293,0.001296346,0.001215067,0.001165959,0.000968888,0.001053425,0.001423305,0.001169115,0.001851554,0.0104062,0.00163424,0.002352747,0.002002616,0.001162681,0.001301654,0.003018745,0.000910111,0.002713117,0.005031311,0.003133546,0.002383965,0.002635905,0.000883797,0.003715238,0.001685947,0.001357029,0.001969894,0.001550112,0.001434948,0.001237426,0.001418459,0.001110053,0.000904033,0.000865264
ZR-220-D1,0.006075699,0.004983164,0.008524275,0.006842326,0.008034942,0.005507014,0.005176346,0.008193113,0.00764169,0.002643916,0.001836702,0.002592185,0.001648733,0.00347428,0.002089687,0.006185491,0.003876597,0.001695089,0.002572026,0.005976085,0.006806339,0.006259283,0.003197117,0.003641241,0.006101292,0.002850494,0.003049115,0.006595966,0.002136834,0.003180994,0.001537937,0.006515457,0.005159863,0.002405811,0.003054582,0.003979255,0.001841287,0.002772679,0.003122207,0.001460542,0.004245332,0.005902391,1.056891503,0.002785366,0.004001891,0.005533734,0.001473284,0.00382841,0.001819619,0.001510335,0.00145989,0.001785256,0.002541136,0.004244906,0.006224568,0.002935094,0.014605112,0.005679704,0.001851554,0.007373513,0.006317407,0.001492111,0.001427881,0.00122963,0.001202398,0.010212494,0.002671961,0.00625918,0.003513067,0.001409603,0.002724545,0.001493961,0.002193631,0.002274747,0.004361543,0.003028859,0.003954262,0.006398538,0.002201144,0.001425629,0.002746094,0.001608818,0.00166658,0.008025501,0.001832725,0.008959686,0.001508905,0.001662142,0.001604382,0.001644121,0.001345484,0.002613301,0.00173363,0.001467188,0.006454317,0.003844219,0.002194009,0.003055045,0.00960484,0.002664532,0.001759486,0.008029966,0.001327724,0.002474154,0.003540174,0.005298317,0.002049069,0.002302621,0.001224395,0.001910159,0.002560533,0.002996832,0.004344665,0.001740693,0.001872156,0.001510249,0.005568416,0.00148852,0.001462033,0.001400147
ZR-242-D1,0.007521213,0.008938957,0.003129082,0.006182318,0.006855262,0.006074368,0.005208737,0.004892124,0.003281932,0.006061799,0.002523228,0.008283003,0.002002529,0.003283747,0.002039489,0.009554015,0.002318392,0.002254278,0.008710615,0.004188079,0.005983454,0.007614091,0.010076751,0.002240112,0.003152537,0.004739249,0.003090611,0.002333193,0.0045297,0.004587953,0.001885435,0.008017987,0.004999202,0.002652681,0.003768452,0.002406839,0.002538524,0.006953708,0.004438877,0.002081957,0.002283704,0.009019181,0.002785366,1.045417642,0.002616169,0.003143819,0.001595598,0.006695389,0.002067343,0.001619455,0.001547311,0.002221439,0.004124702,0.002348079,0.003710689,0.003701789,0.002436477,0.002267297,0.004330047,0.003038045,0.002130982,0.001514812,0.001724464,0.001660026,0.00146499,0.002983618,0.002314483,0.002482708,0.003658812,0.001947774,0.006988614,0.001540391,0.006558729,0.00568846,0.003817381,0.006269562,0.002584784,0.005452315,0.002945601,0.002740099,0.007553153,0.001640171,0.001787118,0.005134464,0.002294997,0.002503569,0.001582946,0.00468189,0.002343709,0.001986551,0.001508228,0.002094371,0.00210057,0.001634032,0.002044189,0.002959527,0.004638164,0.002736883,0.002939102,0.002150264,0.002272842,0.006405328,0.001566869,0.00960587,0.006914409,0.002541702,0.006687321,0.006527272,0.001331541,0.008601023,0.001844412,0.004278727,0.002156898,0.004883024,0.00271679,0.001720587,0.002315232,0.001436828,0.001783564,0.00157686
